#options: cpuid=1050111 frame-threads=1 no-wpp no-pmode no-pme psnr no-ssim log-level=2 bitdepth=8 input-csp=1 fps=25000/1000 input-res=768x432 interlace=0 total-frames=250 level-idc=0 high-tier=1 uhd-bd=0 ref=4 no-allow-non-conformance no-repeat-headers annexb no-aud no-hrd info hash=0 no-temporal-layers open-gop min-keyint=1 keyint=5000 bframes=15 b-adapt=2 b-pyramid bframe-bias=0 rc-lookahead=40 lookahead-slices=0 scenecut=40 no-intra-refresh ctu=64 min-cu-size=8 rect amp max-tu-size=32 tu-inter-depth=3 tu-intra-depth=3 limit-tu=4 rdoq-level=2 dynamic-rd=0.00 no-ssim-rd signhide no-tskip nr-intra=0 nr-inter=0 no-constrained-intra strong-intra-smoothing max-merge=4 limit-refs=1 limit-modes me=3 subme=4 merange=57 temporal-mvp weightp weightb no-analyze-src-pics deblock=0:0 sao no-sao-non-deblock rd=6 no-early-skip rskip no-fast-intra no-tskip-fast no-cu-lossless b-intra rdpenalty=0 psy-rd=0.00 psy-rdoq=0.00 no-rd-refine analysis-reuse-mode=0 no-lossless cbqpoffs=0 crqpoffs=0 rc=abr bitrate=2000 qcomp=0.60 qpstep=4 stats-write=1 stats-read=0 slow-firstpass ipratio=1.40 pbratio=1.30 aq-mode=1 aq-strength=0.00 cutree zone-count=0 no-strict-cbr qg-size=64 no-rc-grain qpmax=69 qpmin=0 no-const-vbv sar=0 overscan=0 videoformat=5 range=0 colorprim=2 transfer=2 colormatrix=2 chromaloc=0 display-window=0 max-cll=0,0 min-luma=0 max-luma=255 log2-max-poc-lsb=8 vui-timing-info vui-hrd-info slices=1 opt-qp-pps opt-ref-list-length-pps no-multi-pass-opt-rps scenecut-bias=0.05 no-opt-cu-delta-qp no-aq-motion no-hdr no-hdr-opt no-dhdr10-opt analysis-reuse-level=5 scale-factor=0 refine-intra=0 refine-inter=0 refine-mv=0 no-limit-sao ctu-info=0 max-tlayer=4
in:0 out:0 type:I q:19.49 q-aq:12.63 q-noVbv:19.49 q-Rceq:1.00 tex:323041 mv:44151 misc:2144 icu:1296.00 pcu:0.00 scu:0.00 tlayer:0 pbqpoffset:0.00 pbfactor:1.00 avgQpOffsetCutree:-5.91;
in:16 out:1 type:k q:18.40 q-aq:12.54 q-noVbv:18.40 q-Rceq:1.00 tex:342016 mv:46594 misc:2198 icu:1279.50 pcu:16.50 scu:0.00 tlayer:0 pbqpoffset:0.00 pbfactor:1.00 avgQpOffsetCutree:-6.42;
in:8 out:2 type:B q:20.18 q-aq:14.70 q-noVbv:20.18 q-Rceq:1.00 tex:312360 mv:41800 misc:2704 icu:894.75 pcu:374.75 scu:26.50 tlayer:1 pbqpoffset:1.79 pbfactor:1.23 avgQpOffsetCutree:-5.31;
in:4 out:3 type:B q:21.33 q-aq:18.18 q-noVbv:21.33 q-Rceq:1.00 tex:88860 mv:30566 misc:4350 icu:75.75 pcu:1039.50 scu:180.75 tlayer:2 pbqpoffset:2.94 pbfactor:1.40 avgQpOffsetCutree:-2.63;
in:2 out:4 type:B q:22.05 q-aq:20.69 q-noVbv:22.05 q-Rceq:1.00 tex:10724 mv:14282 misc:3458 icu:17.00 pcu:905.50 scu:373.50 tlayer:3 pbqpoffset:3.65 pbfactor:1.52 avgQpOffsetCutree:-1.55;
in:1 out:5 type:b q:25.05 q-aq:25.00 q-noVbv:25.05 q-Rceq:1.00 tex:747 mv:4422 misc:991 icu:1.00 pcu:934.50 scu:360.50 tlayer:4 pbqpoffset:6.65 pbfactor:2.16 avgQpOffsetCutree:0.00;
in:3 out:6 type:b q:25.05 q-aq:25.00 q-noVbv:25.05 q-Rceq:1.00 tex:3376 mv:6915 misc:1525 icu:1.50 pcu:1009.25 scu:285.25 tlayer:4 pbqpoffset:6.65 pbfactor:2.16 avgQpOffsetCutree:0.00;
in:6 out:7 type:B q:22.05 q-aq:19.88 q-noVbv:22.05 q-Rceq:1.00 tex:25191 mv:20262 misc:4211 icu:18.50 pcu:932.25 scu:345.25 tlayer:3 pbqpoffset:3.65 pbfactor:1.52 avgQpOffsetCutree:-2.04;
in:5 out:8 type:b q:25.05 q-aq:25.00 q-noVbv:25.05 q-Rceq:1.00 tex:1570 mv:5200 misc:1366 icu:0.50 pcu:952.75 scu:342.75 tlayer:4 pbqpoffset:6.65 pbfactor:2.16 avgQpOffsetCutree:0.00;
in:7 out:9 type:b q:25.05 q-aq:25.00 q-noVbv:25.05 q-Rceq:1.00 tex:1438 mv:5128 misc:1098 icu:1.75 pcu:943.75 scu:350.50 tlayer:4 pbqpoffset:6.65 pbfactor:2.16 avgQpOffsetCutree:0.00;
in:12 out:10 type:B q:20.69 q-aq:15.51 q-noVbv:20.69 q-Rceq:1.00 tex:211257 mv:29338 misc:3533 icu:216.50 pcu:1010.75 scu:68.75 tlayer:2 pbqpoffset:2.29 pbfactor:1.30 avgQpOffsetCutree:-4.25;
