#options: cpuid=1173503 frame-threads=1 no-wpp no-pmode no-pme psnr no-ssim log-level=2 bitdepth=8 input-csp=1 fps=25000/1000 input-res=768x432 interlace=0 total-frames=217 level-idc=0 high-tier=1 uhd-bd=0 ref=4 no-allow-non-conformance no-repeat-headers annexb no-aud no-hrd info hash=0 no-temporal-layers open-gop min-keyint=1 keyint=5000 bframes=15 b-adapt=2 b-pyramid bframe-bias=0 rc-lookahead=40 lookahead-slices=0 scenecut=40 no-intra-refresh ctu=64 min-cu-size=8 rect amp max-tu-size=32 tu-inter-depth=3 tu-intra-depth=3 limit-tu=4 rdoq-level=2 dynamic-rd=0.00 no-ssim-rd signhide no-tskip nr-intra=0 nr-inter=0 no-constrained-intra strong-intra-smoothing max-merge=4 limit-refs=1 limit-modes me=3 subme=4 merange=57 temporal-mvp weightp weightb no-analyze-src-pics deblock=0:0 sao no-sao-non-deblock rd=6 no-early-skip rskip no-fast-intra no-tskip-fast no-cu-lossless b-intra rdpenalty=0 psy-rd=0.00 psy-rdoq=0.00 no-rd-refine analysis-reuse-mode=0 no-lossless cbqpoffs=0 crqpoffs=0 rc=abr bitrate=2000 qcomp=0.60 qpstep=4 stats-write=1 stats-read=0 slow-firstpass ipratio=1.40 pbratio=1.30 aq-mode=1 aq-strength=0.00 cutree zone-count=0 no-strict-cbr qg-size=64 no-rc-grain qpmax=69 qpmin=0 no-const-vbv sar=0 overscan=0 videoformat=5 range=0 colorprim=2 transfer=2 colormatrix=2 chromaloc=0 display-window=0 max-cll=0,0 min-luma=0 max-luma=255 log2-max-poc-lsb=8 vui-timing-info vui-hrd-info slices=1 opt-qp-pps opt-ref-list-length-pps no-multi-pass-opt-rps scenecut-bias=0.05 no-opt-cu-delta-qp no-aq-motion no-hdr no-hdr-opt no-dhdr10-opt analysis-reuse-level=5 scale-factor=0 refine-intra=0 refine-inter=0 refine-mv=0 no-limit-sao ctu-info=0 max-tlayer=4
in:0 out:0 type:I q:21.67 q-aq:15.27 q-noVbv:21.67 q-Rceq:1.00 tex:395831 mv:33965 misc:1636 icu:1296.00 pcu:0.00 scu:0.00 tlayer:0 pbqpoffset:0.00 pbfactor:1.00 avgQpOffsetCutree:-6.15;
in:11 out:1 type:k q:20.59 q-aq:14.78 q-noVbv:20.59 q-Rceq:1.00 tex:429050 mv:38412 misc:2090 icu:967.25 pcu:324.00 scu:4.75 tlayer:0 pbqpoffset:0.00 pbfactor:1.00 avgQpOffsetCutree:-6.02;
in:6 out:2 type:B q:23.07 q-aq:18.91 q-noVbv:23.07 q-Rceq:1.00 tex:203034 mv:23448 misc:2846 icu:427.25 pcu:700.25 scu:168.50 tlayer:1 pbqpoffset:2.48 pbfactor:1.33 avgQpOffsetCutree:-3.90;
in:3 out:3 type:B q:24.09 q-aq:21.16 q-noVbv:24.09 q-Rceq:1.00 tex:102908 mv:16741 misc:3031 icu:49.00 pcu:658.00 scu:589.00 tlayer:2 pbqpoffset:3.50 pbfactor:1.50 avgQpOffsetCutree:-2.45;
in:2 out:4 type:B q:24.73 q-aq:24.25 q-noVbv:24.73 q-Rceq:1.00 tex:24510 mv:10500 misc:2734 icu:3.00 pcu:504.25 scu:788.75 tlayer:3 pbqpoffset:4.14 pbfactor:1.61 avgQpOffsetCutree:-0.52;
in:1 out:5 type:b q:27.73 q-aq:28.00 q-noVbv:27.73 q-Rceq:1.00 tex:3188 mv:2839 misc:1077 icu:0.00 pcu:503.50 scu:792.50 tlayer:4 pbqpoffset:7.14 pbfactor:2.28 avgQpOffsetCutree:0.00;
in:5 out:6 type:B q:24.73 q-aq:24.16 q-noVbv:24.73 q-Rceq:1.00 tex:21240 mv:8885 misc:2275 icu:0.25 pcu:565.75 scu:730.00 tlayer:3 pbqpoffset:4.14 pbfactor:1.61 avgQpOffsetCutree:-0.51;
in:4 out:7 type:b q:27.51 q-aq:28.00 q-noVbv:27.51 q-Rceq:1.00 tex:3487 mv:3241 misc:1264 icu:0.00 pcu:481.25 scu:814.75 tlayer:4 pbqpoffset:6.92 pbfactor:2.22 avgQpOffsetCutree:0.00;
in:9 out:8 type:B q:24.28 q-aq:21.44 q-noVbv:24.28 q-Rceq:1.00 tex:73941 mv:15543 misc:3060 icu:164.25 pcu:661.25 scu:470.50 tlayer:2 pbqpoffset:3.69 pbfactor:1.53 avgQpOffsetCutree:-2.57;
in:8 out:9 type:B q:24.73 q-aq:23.47 q-noVbv:24.73 q-Rceq:1.00 tex:28604 mv:10590 misc:2926 icu:11.25 pcu:623.25 scu:661.50 tlayer:3 pbqpoffset:4.14 pbfactor:1.61 avgQpOffsetCutree:-1.34;
in:7 out:10 type:b q:27.18 q-aq:27.00 q-noVbv:27.18 q-Rceq:1.00 tex:13033 mv:5476 misc:1275 icu:0.00 pcu:570.25 scu:725.75 tlayer:4 pbqpoffset:6.60 pbfactor:2.14 avgQpOffsetCutree:0.00;
in:10 out:11 type:b q:27.15 q-aq:27.00 q-noVbv:27.15 q-Rceq:1.00 tex:4625 mv:4065 misc:1366 icu:1.25 pcu:570.25 scu:724.50 tlayer:3 pbqpoffset:6.56 pbfactor:2.13 avgQpOffsetCutree:0.00;
in:15 out:12 type:k q:22.13 q-aq:17.39 q-noVbv:22.13 q-Rceq:1.00 tex:279464 mv:25162 misc:2662 icu:598.00 pcu:637.75 scu:60.25 tlayer:0 pbqpoffset:0.00 pbfactor:1.00 avgQpOffsetCutree:-4.91;
in:13 out:13 type:B q:23.10 q-aq:21.27 q-noVbv:23.10 q-Rceq:1.00 tex:64462 mv:13135 misc:3307 icu:133.50 pcu:758.75 scu:403.75 tlayer:1 pbqpoffset:1.74 pbfactor:1.22 avgQpOffsetCutree:-1.95;
in:12 out:14 type:b q:23.85 q-aq:24.00 q-noVbv:23.85 q-Rceq:1.00 tex:12420 mv:5295 misc:2349 icu:8.50 pcu:472.00 scu:815.50 tlayer:2 pbqpoffset:2.88 pbfactor:1.39 avgQpOffsetCutree:0.00;
in:14 out:15 type:b q:24.62 q-aq:25.00 q-noVbv:24.62 q-Rceq:1.00 tex:10856 mv:5337 misc:2135 icu:1.25 pcu:425.00 scu:869.75 tlayer:2 pbqpoffset:2.88 pbfactor:1.39 avgQpOffsetCutree:0.00;
in:23 out:16 type:k q:22.90 q-aq:16.96 q-noVbv:22.90 q-Rceq:1.00 tex:344341 mv:34414 misc:2245 icu:887.75 pcu:404.50 scu:3.75 tlayer:0 pbqpoffset:0.00 pbfactor:1.00 avgQpOffsetCutree:-6.09;
in:19 out:17 type:B q:24.21 q-aq:20.32 q-noVbv:24.21 q-Rceq:1.00 tex:160821 mv:20483 misc:3336 icu:491.00 pcu:678.00 scu:127.00 tlayer:1 pbqpoffset:1.69 pbfactor:1.22 avgQpOffsetCutree:-3.77;
in:17 out:18 type:B q:24.65 q-aq:22.01 q-noVbv:24.65 q-Rceq:1.00 tex:99115 mv:13383 misc:3366 icu:190.25 pcu:615.00 scu:490.75 tlayer:2 pbqpoffset:2.32 pbfactor:1.31 avgQpOffsetCutree:-2.56;
in:16 out:19 type:b q:26.03 q-aq:26.00 q-noVbv:26.03 q-Rceq:1.00 tex:26026 mv:5250 misc:2284 icu:2.25 pcu:490.00 scu:803.75 tlayer:3 pbqpoffset:3.80 pbfactor:1.55 avgQpOffsetCutree:0.00;
in:18 out:20 type:b q:27.11 q-aq:27.10 q-noVbv:27.11 q-Rceq:1.00 tex:8947 mv:5148 misc:1449 icu:0.00 pcu:541.00 scu:755.00 tlayer:3 pbqpoffset:4.69 pbfactor:1.72 avgQpOffsetCutree:0.00;
in:21 out:21 type:B q:25.62 q-aq:23.95 q-noVbv:25.62 q-Rceq:1.00 tex:34773 mv:11534 misc:2869 icu:12.75 pcu:632.50 scu:650.75 tlayer:2 pbqpoffset:2.91 pbfactor:1.40 avgQpOffsetCutree:-1.65;
in:20 out:22 type:b q:27.28 q-aq:27.23 q-noVbv:27.28 q-Rceq:1.00 tex:12159 mv:5136 misc:1505 icu:0.00 pcu:575.25 scu:720.75 tlayer:3 pbqpoffset:4.67 pbfactor:1.71 avgQpOffsetCutree:0.00;
in:22 out:23 type:b q:27.37 q-aq:27.40 q-noVbv:27.37 q-Rceq:1.00 tex:5138 mv:3794 misc:1196 icu:0.00 pcu:480.25 scu:815.75 tlayer:3 pbqpoffset:4.57 pbfactor:1.70 avgQpOffsetCutree:0.00;
