#options: cpuid=1173503 frame-threads=1 no-wpp no-pmode no-pme psnr no-ssim log-level=2 bitdepth=8 input-csp=1 fps=50000/1000 input-res=832x480 interlace=0 total-frames=500 level-idc=0 high-tier=1 uhd-bd=0 ref=4 no-allow-non-conformance no-repeat-headers annexb no-aud no-hrd info hash=0 no-temporal-layers open-gop min-keyint=1 keyint=5000 bframes=15 b-adapt=2 b-pyramid bframe-bias=0 rc-lookahead=40 lookahead-slices=0 scenecut=40 no-intra-refresh ctu=64 min-cu-size=8 rect amp max-tu-size=32 tu-inter-depth=3 tu-intra-depth=3 limit-tu=4 rdoq-level=2 dynamic-rd=0.00 no-ssim-rd signhide no-tskip nr-intra=0 nr-inter=0 no-constrained-intra strong-intra-smoothing max-merge=4 limit-refs=1 limit-modes me=3 subme=4 merange=57 temporal-mvp weightp weightb no-analyze-src-pics deblock=0:0 sao no-sao-non-deblock rd=6 no-early-skip rskip no-fast-intra no-tskip-fast no-cu-lossless b-intra rdpenalty=0 psy-rd=0.00 psy-rdoq=0.00 no-rd-refine analysis-reuse-mode=0 no-lossless cbqpoffs=0 crqpoffs=0 rc=abr bitrate=2000 qcomp=0.60 qpstep=4 stats-write=1 stats-read=0 slow-firstpass ipratio=1.40 pbratio=1.30 aq-mode=1 aq-strength=0.00 cutree zone-count=0 no-strict-cbr qg-size=64 no-rc-grain qpmax=69 qpmin=0 no-const-vbv sar=0 overscan=0 videoformat=5 range=0 colorprim=2 transfer=2 colormatrix=2 chromaloc=0 display-window=0 max-cll=0,0 min-luma=0 max-luma=255 log2-max-poc-lsb=8 vui-timing-info vui-hrd-info slices=1 opt-qp-pps opt-ref-list-length-pps no-multi-pass-opt-rps scenecut-bias=0.05 no-opt-cu-delta-qp no-aq-motion no-hdr no-hdr-opt no-dhdr10-opt analysis-reuse-level=5 scale-factor=0 refine-intra=0 refine-inter=0 refine-mv=0 no-limit-sao ctu-info=0 max-tlayer=4
in:0 out:0 type:I q:27.54 q-aq:21.22 q-noVbv:27.54 q-Rceq:1.32 tex:296591 mv:48554 misc:2959 icu:1560.00 pcu:0.00 scu:0.00 tlayer:0 pbqpoffset:0.00 pbfactor:1.00 avgQpOffsetCutree:-6.33;
in:16 out:1 type:k q:30.45 q-aq:22.40 q-noVbv:30.45 q-Rceq:1.32 tex:130920 mv:24811 misc:3853 icu:520.50 pcu:606.50 scu:433.00 tlayer:0 pbqpoffset:0.00 pbfactor:1.00 avgQpOffsetCutree:-6.85;
in:8 out:2 type:B q:32.76 q-aq:27.25 q-noVbv:32.76 q-Rceq:1.32 tex:61577 mv:21081 misc:2814 icu:185.00 pcu:661.25 scu:713.75 tlayer:1 pbqpoffset:2.31 pbfactor:1.31 avgQpOffsetCutree:-4.96;
in:4 out:3 type:B q:34.62 q-aq:30.71 q-noVbv:34.62 q-Rceq:1.32 tex:5424 mv:7189 misc:1979 icu:19.00 pcu:527.00 scu:1014.00 tlayer:2 pbqpoffset:4.17 pbfactor:1.62 avgQpOffsetCutree:-3.76;
in:2 out:4 type:B q:34.62 q-aq:33.10 q-noVbv:34.62 q-Rceq:1.32 tex:2817 mv:4754 misc:1453 icu:5.50 pcu:460.25 scu:1094.25 tlayer:3 pbqpoffset:4.17 pbfactor:1.62 avgQpOffsetCutree:-1.87;
in:1 out:5 type:b q:37.62 q-aq:38.00 q-noVbv:37.62 q-Rceq:1.32 tex:115 mv:1315 misc:586 icu:0.00 pcu:171.00 scu:1389.00 tlayer:4 pbqpoffset:7.17 pbfactor:2.29 avgQpOffsetCutree:0.00;
in:3 out:6 type:b q:37.62 q-aq:38.00 q-noVbv:37.62 q-Rceq:1.32 tex:152 mv:1162 misc:478 icu:0.00 pcu:215.50 scu:1344.50 tlayer:4 pbqpoffset:7.17 pbfactor:2.29 avgQpOffsetCutree:0.00;
in:6 out:7 type:B q:34.62 q-aq:32.78 q-noVbv:34.62 q-Rceq:1.32 tex:1449 mv:3247 misc:1096 icu:0.25 pcu:412.25 scu:1147.50 tlayer:3 pbqpoffset:4.17 pbfactor:1.62 avgQpOffsetCutree:-1.93;
in:5 out:8 type:b q:37.62 q-aq:38.00 q-noVbv:37.62 q-Rceq:1.32 tex:5 mv:745 misc:394 icu:0.00 pcu:225.00 scu:1335.00 tlayer:4 pbqpoffset:7.17 pbfactor:2.29 avgQpOffsetCutree:0.00;
in:7 out:9 type:b q:37.62 q-aq:38.00 q-noVbv:37.62 q-Rceq:1.32 tex:3 mv:547 misc:362 icu:0.00 pcu:158.00 scu:1402.00 tlayer:4 pbqpoffset:7.17 pbfactor:2.29 avgQpOffsetCutree:0.00;
in:12 out:10 type:B q:33.64 q-aq:29.50 q-noVbv:33.64 q-Rceq:1.32 tex:11288 mv:10212 misc:2572 icu:30.25 pcu:578.00 scu:951.75 tlayer:2 pbqpoffset:3.19 pbfactor:1.45 avgQpOffsetCutree:-3.66;
in:10 out:11 type:B q:34.62 q-aq:32.97 q-noVbv:34.62 q-Rceq:1.32 tex:2386 mv:4547 misc:1419 icu:2.00 pcu:474.75 scu:1083.25 tlayer:3 pbqpoffset:4.17 pbfactor:1.62 avgQpOffsetCutree:-1.81;
in:9 out:12 type:b q:37.62 q-aq:38.00 q-noVbv:37.62 q-Rceq:1.32 tex:208 mv:924 misc:444 icu:0.00 pcu:202.25 scu:1357.75 tlayer:4 pbqpoffset:7.17 pbfactor:2.29 avgQpOffsetCutree:0.00;
in:11 out:13 type:b q:37.62 q-aq:38.00 q-noVbv:37.62 q-Rceq:1.32 tex:128 mv:1085 misc:531 icu:0.00 pcu:188.25 scu:1371.75 tlayer:4 pbqpoffset:7.17 pbfactor:2.29 avgQpOffsetCutree:0.00;
in:14 out:14 type:B q:34.62 q-aq:33.24 q-noVbv:34.62 q-Rceq:1.32 tex:3507 mv:5256 misc:1541 icu:5.50 pcu:493.25 scu:1061.25 tlayer:3 pbqpoffset:4.17 pbfactor:1.62 avgQpOffsetCutree:-1.76;
in:13 out:15 type:b q:37.62 q-aq:38.00 q-noVbv:37.62 q-Rceq:1.32 tex:97 mv:1118 misc:577 icu:0.00 pcu:181.25 scu:1378.75 tlayer:4 pbqpoffset:7.17 pbfactor:2.29 avgQpOffsetCutree:0.00;
in:15 out:16 type:b q:37.62 q-aq:38.00 q-noVbv:37.62 q-Rceq:1.32 tex:267 mv:1189 misc:592 icu:0.25 pcu:171.25 scu:1388.50 tlayer:4 pbqpoffset:7.17 pbfactor:2.29 avgQpOffsetCutree:0.00;
in:32 out:17 type:k q:26.45 q-aq:19.84 q-noVbv:26.45 q-Rceq:1.32 tex:303141 mv:41774 misc:3029 icu:1224.25 pcu:318.25 scu:17.50 tlayer:0 pbqpoffset:0.00 pbfactor:1.00 avgQpOffsetCutree:-6.55;
in:24 out:18 type:B q:30.28 q-aq:25.25 q-noVbv:30.28 q-Rceq:1.32 tex:87074 mv:22684 misc:3050 icu:329.25 pcu:625.75 scu:605.00 tlayer:1 pbqpoffset:1.83 pbfactor:1.24 avgQpOffsetCutree:-4.69;
in:20 out:19 type:B q:32.30 q-aq:28.81 q-noVbv:32.30 q-Rceq:1.32 tex:15680 mv:9856 misc:2664 icu:94.25 pcu:491.50 scu:974.25 tlayer:2 pbqpoffset:2.85 pbfactor:1.39 avgQpOffsetCutree:-3.36;
in:18 out:20 type:B q:33.65 q-aq:32.19 q-noVbv:33.65 q-Rceq:1.32 tex:4943 mv:5491 misc:1678 icu:23.25 pcu:464.50 scu:1072.25 tlayer:3 pbqpoffset:3.70 pbfactor:1.53 avgQpOffsetCutree:-1.71;
in:17 out:21 type:b q:36.90 q-aq:37.00 q-noVbv:36.90 q-Rceq:1.32 tex:550 mv:1546 misc:720 icu:2.75 pcu:235.25 scu:1322.00 tlayer:4 pbqpoffset:6.70 pbfactor:2.17 avgQpOffsetCutree:0.00;
