#options: cpuid=1173503 frame-threads=1 no-wpp no-pmode no-pme psnr no-ssim log-level=2 bitdepth=8 input-csp=1 fps=50000/1000 input-res=832x480 interlace=0 total-frames=500 level-idc=0 high-tier=1 uhd-bd=0 ref=4 no-allow-non-conformance no-repeat-headers annexb no-aud no-hrd info hash=0 no-temporal-layers open-gop min-keyint=1 keyint=5000 bframes=15 b-adapt=2 b-pyramid bframe-bias=0 rc-lookahead=40 lookahead-slices=0 scenecut=40 no-intra-refresh ctu=64 min-cu-size=8 rect amp max-tu-size=32 tu-inter-depth=3 tu-intra-depth=3 limit-tu=4 rdoq-level=2 dynamic-rd=0.00 no-ssim-rd signhide no-tskip nr-intra=0 nr-inter=0 no-constrained-intra strong-intra-smoothing max-merge=4 limit-refs=1 limit-modes me=3 subme=4 merange=57 temporal-mvp weightp weightb no-analyze-src-pics deblock=0:0 sao no-sao-non-deblock rd=6 no-early-skip rskip no-fast-intra no-tskip-fast no-cu-lossless b-intra rdpenalty=0 psy-rd=0.00 psy-rdoq=0.00 no-rd-refine analysis-reuse-mode=0 no-lossless cbqpoffs=0 crqpoffs=0 rc=abr bitrate=2000 qcomp=0.60 qpstep=4 stats-write=1 stats-read=0 slow-firstpass ipratio=1.40 pbratio=1.30 aq-mode=1 aq-strength=0.00 cutree zone-count=0 no-strict-cbr qg-size=64 no-rc-grain qpmax=69 qpmin=0 no-const-vbv sar=0 overscan=0 videoformat=5 range=0 colorprim=2 transfer=2 colormatrix=2 chromaloc=0 display-window=0 max-cll=0,0 min-luma=0 max-luma=255 log2-max-poc-lsb=8 vui-timing-info vui-hrd-info slices=1 opt-qp-pps opt-ref-list-length-pps no-multi-pass-opt-rps scenecut-bias=0.05 no-opt-cu-delta-qp no-aq-motion no-hdr no-hdr-opt no-dhdr10-opt analysis-reuse-level=5 scale-factor=0 refine-intra=0 refine-inter=0 refine-mv=0 no-limit-sao ctu-info=0 max-tlayer=4
in:0 out:0 type:I q:24.93 q-aq:18.92 q-noVbv:24.93 q-Rceq:1.32 tex:233483 mv:25123 misc:2986 icu:1560.00 pcu:0.00 scu:0.00 tlayer:0 pbqpoffset:0.00 pbfactor:1.00 avgQpOffsetCutree:-5.75;
in:16 out:1 type:k q:27.84 q-aq:20.08 q-noVbv:27.84 q-Rceq:1.32 tex:107217 mv:16711 misc:3824 icu:500.25 pcu:873.00 scu:186.75 tlayer:0 pbqpoffset:0.00 pbfactor:1.00 avgQpOffsetCutree:-6.22;
in:8 out:2 type:B q:29.78 q-aq:24.38 q-noVbv:29.78 q-Rceq:1.32 tex:33934 mv:9947 misc:2351 icu:150.00 pcu:819.75 scu:590.25 tlayer:1 pbqpoffset:1.94 pbfactor:1.25 avgQpOffsetCutree:-4.76;
in:4 out:3 type:B q:31.64 q-aq:27.84 q-noVbv:31.64 q-Rceq:1.32 tex:1432 mv:1632 misc:816 icu:3.00 pcu:336.50 scu:1220.50 tlayer:2 pbqpoffset:3.80 pbfactor:1.55 avgQpOffsetCutree:-3.45;
in:2 out:4 type:B q:31.64 q-aq:31.42 q-noVbv:31.64 q-Rceq:1.32 tex:186 mv:1325 misc:569 icu:1.00 pcu:235.25 scu:1323.75 tlayer:3 pbqpoffset:3.80 pbfactor:1.55 avgQpOffsetCutree:-1.65;
in:1 out:5 type:b q:34.64 q-aq:35.00 q-noVbv:34.64 q-Rceq:1.32 tex:0 mv:297 misc:223 icu:0.00 pcu:80.25 scu:1479.75 tlayer:4 pbqpoffset:6.80 pbfactor:2.19 avgQpOffsetCutree:0.00;
in:3 out:6 type:b q:34.64 q-aq:35.00 q-noVbv:34.64 q-Rceq:1.32 tex:2 mv:286 misc:232 icu:0.00 pcu:100.00 scu:1460.00 tlayer:4 pbqpoffset:6.80 pbfactor:2.19 avgQpOffsetCutree:0.00;
in:6 out:7 type:B q:31.64 q-aq:32.00 q-noVbv:31.64 q-Rceq:1.32 tex:41 mv:508 misc:323 icu:0.00 pcu:148.00 scu:1412.00 tlayer:3 pbqpoffset:3.80 pbfactor:1.55 avgQpOffsetCutree:-1.79;
in:5 out:8 type:b q:34.64 q-aq:35.00 q-noVbv:34.64 q-Rceq:1.32 tex:1 mv:148 misc:187 icu:0.00 pcu:36.00 scu:1524.00 tlayer:4 pbqpoffset:6.80 pbfactor:2.19 avgQpOffsetCutree:0.00;
in:7 out:9 type:b q:34.64 q-aq:35.00 q-noVbv:34.64 q-Rceq:1.32 tex:2 mv:133 misc:185 icu:0.00 pcu:64.00 scu:1496.00 tlayer:4 pbqpoffset:6.80 pbfactor:2.19 avgQpOffsetCutree:0.00;
in:12 out:10 type:B q:30.71 q-aq:26.96 q-noVbv:30.71 q-Rceq:1.32 tex:5084 mv:3128 misc:1356 icu:13.50 pcu:329.50 scu:1217.00 tlayer:2 pbqpoffset:2.86 pbfactor:1.39 avgQpOffsetCutree:-3.27;
in:10 out:11 type:B q:31.64 q-aq:30.57 q-noVbv:31.64 q-Rceq:1.32 tex:275 mv:933 misc:560 icu:0.75 pcu:109.25 scu:1450.00 tlayer:3 pbqpoffset:3.80 pbfactor:1.55 avgQpOffsetCutree:-1.76;
in:9 out:12 type:b q:34.64 q-aq:35.00 q-noVbv:34.64 q-Rceq:1.32 tex:3 mv:299 misc:202 icu:0.00 pcu:120.00 scu:1440.00 tlayer:4 pbqpoffset:6.80 pbfactor:2.19 avgQpOffsetCutree:0.00;
in:11 out:13 type:b q:34.64 q-aq:35.00 q-noVbv:34.64 q-Rceq:1.32 tex:1 mv:265 misc:230 icu:0.00 pcu:40.00 scu:1520.00 tlayer:4 pbqpoffset:6.80 pbfactor:2.19 avgQpOffsetCutree:0.00;
in:14 out:14 type:B q:31.64 q-aq:30.68 q-noVbv:31.64 q-Rceq:1.32 tex:1277 mv:1403 misc:712 icu:3.25 pcu:195.25 scu:1361.50 tlayer:3 pbqpoffset:3.80 pbfactor:1.55 avgQpOffsetCutree:-1.76;
in:13 out:15 type:b q:34.64 q-aq:35.00 q-noVbv:34.64 q-Rceq:1.32 tex:115 mv:369 misc:300 icu:1.00 pcu:116.00 scu:1443.00 tlayer:4 pbqpoffset:6.80 pbfactor:2.19 avgQpOffsetCutree:0.00;
in:15 out:16 type:b q:34.64 q-aq:35.00 q-noVbv:34.64 q-Rceq:1.32 tex:27 mv:162 misc:219 icu:0.00 pcu:20.00 scu:1540.00 tlayer:4 pbqpoffset:6.80 pbfactor:2.19 avgQpOffsetCutree:0.00;
