#options: cpuid=1050111 frame-threads=1 no-wpp no-pmode no-pme psnr no-ssim log-level=2 bitdepth=8 input-csp=1 fps=25000/1000 input-res=768x432 interlace=0 total-frames=250 level-idc=0 high-tier=1 uhd-bd=0 ref=4 no-allow-non-conformance no-repeat-headers annexb no-aud no-hrd info hash=0 no-temporal-layers open-gop min-keyint=1 keyint=5000 bframes=15 b-adapt=2 b-pyramid bframe-bias=0 rc-lookahead=40 lookahead-slices=0 scenecut=40 no-intra-refresh ctu=64 min-cu-size=8 rect amp max-tu-size=32 tu-inter-depth=3 tu-intra-depth=3 limit-tu=4 rdoq-level=2 dynamic-rd=0.00 no-ssim-rd signhide no-tskip nr-intra=0 nr-inter=0 no-constrained-intra strong-intra-smoothing max-merge=4 limit-refs=1 limit-modes me=3 subme=4 merange=57 temporal-mvp weightp weightb no-analyze-src-pics deblock=0:0 sao no-sao-non-deblock rd=6 no-early-skip rskip no-fast-intra no-tskip-fast no-cu-lossless b-intra rdpenalty=0 psy-rd=0.00 psy-rdoq=0.00 no-rd-refine analysis-reuse-mode=0 no-lossless cbqpoffs=0 crqpoffs=0 rc=abr bitrate=2000 qcomp=0.60 qpstep=4 stats-write=1 stats-read=0 slow-firstpass ipratio=1.40 pbratio=1.30 aq-mode=1 aq-strength=0.00 cutree zone-count=0 no-strict-cbr qg-size=64 no-rc-grain qpmax=69 qpmin=0 no-const-vbv sar=0 overscan=0 videoformat=5 range=0 colorprim=2 transfer=2 colormatrix=2 chromaloc=0 display-window=0 max-cll=0,0 min-luma=0 max-luma=255 log2-max-poc-lsb=8 vui-timing-info vui-hrd-info slices=1 opt-qp-pps opt-ref-list-length-pps no-multi-pass-opt-rps scenecut-bias=0.05 no-opt-cu-delta-qp no-aq-motion no-hdr no-hdr-opt no-dhdr10-opt analysis-reuse-level=5 scale-factor=0 refine-intra=0 refine-inter=0 refine-mv=0 no-limit-sao ctu-info=0 max-tlayer=4
in:0 out:0 type:I q:19.35 q-aq:12.49 q-noVbv:19.35 q-Rceq:1.00 tex:328064 mv:44739 misc:2205 icu:1296.00 pcu:0.00 scu:0.00 tlayer:0 pbqpoffset:0.00 pbfactor:1.00 avgQpOffsetCutree:-5.96;
in:16 out:1 type:k q:18.27 q-aq:12.38 q-noVbv:18.27 q-Rceq:1.00 tex:346330 mv:46117 misc:2129 icu:1283.00 pcu:13.00 scu:0.00 tlayer:0 pbqpoffset:0.00 pbfactor:1.00 avgQpOffsetCutree:-6.44;
in:8 out:2 type:B q:20.05 q-aq:14.55 q-noVbv:20.05 q-Rceq:1.00 tex:323961 mv:43316 misc:2731 icu:818.50 pcu:436.75 scu:40.75 tlayer:1 pbqpoffset:1.79 pbfactor:1.23 avgQpOffsetCutree:-5.30;
in:4 out:3 type:B q:21.24 q-aq:17.16 q-noVbv:21.24 q-Rceq:1.00 tex:107446 mv:32953 misc:4097 icu:101.75 pcu:1033.50 scu:160.75 tlayer:2 pbqpoffset:2.98 pbfactor:1.41 avgQpOffsetCutree:-3.24;
in:2 out:4 type:B q:21.92 q-aq:20.84 q-noVbv:21.92 q-Rceq:1.00 tex:9149 mv:14258 misc:3177 icu:14.25 pcu:900.25 scu:381.50 tlayer:3 pbqpoffset:3.65 pbfactor:1.52 avgQpOffsetCutree:-1.44;
in:1 out:5 type:b q:24.92 q-aq:25.00 q-noVbv:24.92 q-Rceq:1.00 tex:788 mv:4400 misc:916 icu:1.00 pcu:955.50 scu:339.50 tlayer:4 pbqpoffset:6.65 pbfactor:2.16 avgQpOffsetCutree:0.00;
in:3 out:6 type:b q:24.92 q-aq:25.00 q-noVbv:24.92 q-Rceq:1.00 tex:2151 mv:5942 misc:1259 icu:2.25 pcu:955.25 scu:338.50 tlayer:4 pbqpoffset:6.65 pbfactor:2.16 avgQpOffsetCutree:0.00;
in:6 out:7 type:B q:21.92 q-aq:19.40 q-noVbv:21.92 q-Rceq:1.00 tex:45419 mv:22058 misc:4555 icu:23.75 pcu:997.75 scu:274.50 tlayer:3 pbqpoffset:3.65 pbfactor:1.52 avgQpOffsetCutree:-2.19;
in:5 out:8 type:b q:24.92 q-aq:25.00 q-noVbv:24.92 q-Rceq:1.00 tex:1514 mv:5066 misc:1148 icu:1.00 pcu:976.50 scu:318.50 tlayer:4 pbqpoffset:6.65 pbfactor:2.16 avgQpOffsetCutree:0.00;
in:7 out:9 type:b q:24.92 q-aq:25.00 q-noVbv:24.92 q-Rceq:1.00 tex:2649 mv:5778 misc:1253 icu:2.75 pcu:989.00 scu:304.25 tlayer:4 pbqpoffset:6.65 pbfactor:2.16 avgQpOffsetCutree:0.00;
in:12 out:10 type:B q:21.03 q-aq:16.11 q-noVbv:21.03 q-Rceq:1.00 tex:143708 mv:31064 misc:3852 icu:139.50 pcu:1056.25 scu:100.25 tlayer:2 pbqpoffset:2.76 pbfactor:1.38 avgQpOffsetCutree:-3.94;
in:10 out:11 type:B q:21.92 q-aq:20.27 q-noVbv:21.92 q-Rceq:1.00 tex:14946 mv:14355 misc:2883 icu:11.00 pcu:1017.00 scu:268.00 tlayer:3 pbqpoffset:3.65 pbfactor:1.52 avgQpOffsetCutree:-1.71;
in:9 out:12 type:b q:24.92 q-aq:25.00 q-noVbv:24.92 q-Rceq:1.00 tex:1519 mv:4890 misc:983 icu:1.00 pcu:938.00 scu:357.00 tlayer:4 pbqpoffset:6.65 pbfactor:2.16 avgQpOffsetCutree:0.00;
in:11 out:13 type:b q:24.92 q-aq:25.00 q-noVbv:24.92 q-Rceq:1.00 tex:938 mv:4729 misc:997 icu:2.00 pcu:927.25 scu:366.75 tlayer:4 pbqpoffset:6.65 pbfactor:2.16 avgQpOffsetCutree:0.00;
in:14 out:14 type:B q:21.79 q-aq:19.25 q-noVbv:21.79 q-Rceq:1.00 tex:51387 mv:16712 misc:4221 icu:42.50 pcu:990.00 scu:263.50 tlayer:3 pbqpoffset:3.53 pbfactor:1.50 avgQpOffsetCutree:-2.16;
in:13 out:15 type:b q:24.92 q-aq:25.00 q-noVbv:24.92 q-Rceq:1.00 tex:2195 mv:5101 misc:1048 icu:0.50 pcu:937.00 scu:358.50 tlayer:4 pbqpoffset:6.65 pbfactor:2.16 avgQpOffsetCutree:0.00;
