#options: cpuid=1173503 frame-threads=1 no-wpp no-pmode no-pme psnr no-ssim log-level=2 bitdepth=8 input-csp=1 fps=50000/1000 input-res=768x432 interlace=0 total-frames=500 level-idc=0 high-tier=1 uhd-bd=0 ref=4 no-allow-non-conformance no-repeat-headers annexb no-aud no-hrd info hash=0 no-temporal-layers open-gop min-keyint=1 keyint=5000 bframes=15 b-adapt=2 b-pyramid bframe-bias=0 rc-lookahead=40 lookahead-slices=0 scenecut=40 no-intra-refresh ctu=64 min-cu-size=8 rect amp max-tu-size=32 tu-inter-depth=3 tu-intra-depth=3 limit-tu=4 rdoq-level=2 dynamic-rd=0.00 no-ssim-rd signhide no-tskip nr-intra=0 nr-inter=0 no-constrained-intra strong-intra-smoothing max-merge=4 limit-refs=1 limit-modes me=3 subme=4 merange=57 temporal-mvp weightp weightb no-analyze-src-pics deblock=0:0 sao no-sao-non-deblock rd=6 no-early-skip rskip no-fast-intra no-tskip-fast no-cu-lossless b-intra rdpenalty=0 psy-rd=0.00 psy-rdoq=0.00 no-rd-refine analysis-reuse-mode=0 no-lossless cbqpoffs=0 crqpoffs=0 rc=abr bitrate=2000 qcomp=0.60 qpstep=4 stats-write=1 stats-read=0 slow-firstpass ipratio=1.40 pbratio=1.30 aq-mode=1 aq-strength=0.00 cutree zone-count=0 no-strict-cbr qg-size=64 no-rc-grain qpmax=69 qpmin=0 no-const-vbv sar=0 overscan=0 videoformat=5 range=0 colorprim=2 transfer=2 colormatrix=2 chromaloc=0 display-window=0 max-cll=0,0 min-luma=0 max-luma=255 log2-max-poc-lsb=8 vui-timing-info vui-hrd-info slices=1 opt-qp-pps opt-ref-list-length-pps no-multi-pass-opt-rps scenecut-bias=0.05 no-opt-cu-delta-qp no-aq-motion no-hdr no-hdr-opt no-dhdr10-opt analysis-reuse-level=5 scale-factor=0 refine-intra=0 refine-inter=0 refine-mv=0 no-limit-sao ctu-info=0 max-tlayer=4
in:0 out:0 type:I q:22.40 q-aq:16.88 q-noVbv:22.40 q-Rceq:1.32 tex:1141 mv:728 misc:427 icu:1296.00 pcu:0.00 scu:0.00 tlayer:0 pbqpoffset:0.00 pbfactor:1.00 avgQpOffsetCutree:-2.68;
in:1 out:1 type:k q:25.31 q-aq:25.00 q-noVbv:25.31 q-Rceq:1.32 tex:0 mv:7 misc:137 icu:0.00 pcu:0.00 scu:1296.00 tlayer:0 pbqpoffset:0.00 pbfactor:1.00 avgQpOffsetCutree:-1.89;
in:2 out:2 type:i q:35.20 q-aq:29.55 q-noVbv:35.20 q-Rceq:1.32 tex:353624 mv:43118 misc:1882 icu:1296.00 pcu:0.00 scu:0.00 tlayer:0 pbqpoffset:0.00 pbfactor:1.00 avgQpOffsetCutree:-6.73;
in:18 out:3 type:k q:34.11 q-aq:26.99 q-noVbv:34.11 q-Rceq:1.32 tex:399444 mv:26809 misc:2467 icu:564.00 pcu:728.50 scu:3.50 tlayer:0 pbqpoffset:0.00 pbfactor:1.00 avgQpOffsetCutree:-7.19;
in:10 out:4 type:B q:37.38 q-aq:31.34 q-noVbv:37.38 q-Rceq:1.32 tex:154138 mv:21083 misc:3435 icu:77.75 pcu:998.25 scu:220.00 tlayer:1 pbqpoffset:3.27 pbfactor:1.46 avgQpOffsetCutree:-5.12;
in:6 out:5 type:B q:37.97 q-aq:34.39 q-noVbv:37.97 q-Rceq:1.32 tex:67886 mv:10121 misc:1945 icu:8.50 pcu:760.75 scu:526.75 tlayer:2 pbqpoffset:3.86 pbfactor:1.56 avgQpOffsetCutree:-3.29;
in:4 out:6 type:B q:38.84 q-aq:36.95 q-noVbv:38.84 q-Rceq:1.32 tex:14072 mv:3412 misc:1348 icu:1.25 pcu:504.25 scu:790.50 tlayer:3 pbqpoffset:4.73 pbfactor:1.73 avgQpOffsetCutree:-1.97;
in:3 out:7 type:b q:42.24 q-aq:42.00 q-noVbv:42.24 q-Rceq:1.32 tex:112 mv:468 misc:300 icu:0.25 pcu:115.50 scu:1180.25 tlayer:4 pbqpoffset:8.13 pbfactor:2.56 avgQpOffsetCutree:0.00;
in:5 out:8 type:b q:40.89 q-aq:41.00 q-noVbv:40.89 q-Rceq:1.32 tex:2 mv:651 misc:347 icu:0.00 pcu:174.50 scu:1121.50 tlayer:4 pbqpoffset:6.78 pbfactor:2.19 avgQpOffsetCutree:0.00;
in:8 out:9 type:B q:39.02 q-aq:38.55 q-noVbv:39.02 q-Rceq:1.32 tex:11673 mv:3090 misc:1357 icu:2.75 pcu:354.50 scu:938.75 tlayer:3 pbqpoffset:4.91 pbfactor:1.76 avgQpOffsetCutree:-1.18;
in:7 out:10 type:b q:42.24 q-aq:42.00 q-noVbv:42.24 q-Rceq:1.32 tex:81 mv:393 misc:334 icu:0.00 pcu:166.25 scu:1129.75 tlayer:4 pbqpoffset:8.13 pbfactor:2.56 avgQpOffsetCutree:0.00;
