#options: cpuid=1173503 frame-threads=1 no-wpp no-pmode no-pme psnr no-ssim log-level=2 bitdepth=8 input-csp=1 fps=24000/1000 input-res=832x480 interlace=0 total-frames=240 level-idc=0 high-tier=1 uhd-bd=0 ref=4 no-allow-non-conformance no-repeat-headers annexb no-aud no-hrd info hash=0 no-temporal-layers open-gop min-keyint=1 keyint=5000 bframes=15 b-adapt=2 b-pyramid bframe-bias=0 rc-lookahead=40 lookahead-slices=0 scenecut=40 no-intra-refresh ctu=64 min-cu-size=8 rect amp max-tu-size=32 tu-inter-depth=3 tu-intra-depth=3 limit-tu=4 rdoq-level=2 dynamic-rd=0.00 no-ssim-rd signhide no-tskip nr-intra=0 nr-inter=0 no-constrained-intra strong-intra-smoothing max-merge=4 limit-refs=1 limit-modes me=3 subme=4 merange=57 temporal-mvp weightp weightb no-analyze-src-pics deblock=0:0 sao no-sao-non-deblock rd=6 no-early-skip rskip no-fast-intra no-tskip-fast no-cu-lossless b-intra rdpenalty=0 psy-rd=0.00 psy-rdoq=0.00 no-rd-refine analysis-reuse-mode=0 no-lossless cbqpoffs=0 crqpoffs=0 rc=abr bitrate=2000 qcomp=0.60 qpstep=4 stats-write=1 stats-read=0 slow-firstpass ipratio=1.40 pbratio=1.30 aq-mode=1 aq-strength=0.00 cutree zone-count=0 no-strict-cbr qg-size=64 no-rc-grain qpmax=69 qpmin=0 no-const-vbv sar=0 overscan=0 videoformat=5 range=0 colorprim=2 transfer=2 colormatrix=2 chromaloc=0 display-window=0 max-cll=0,0 min-luma=0 max-luma=255 log2-max-poc-lsb=8 vui-timing-info vui-hrd-info slices=1 opt-qp-pps opt-ref-list-length-pps no-multi-pass-opt-rps scenecut-bias=0.05 no-opt-cu-delta-qp no-aq-motion no-hdr no-hdr-opt no-dhdr10-opt analysis-reuse-level=5 scale-factor=0 refine-intra=0 refine-inter=0 refine-mv=0 no-limit-sao ctu-info=0 max-tlayer=4
in:0 out:0 type:I q:21.15 q-aq:14.65 q-noVbv:21.15 q-Rceq:0.98 tex:487638 mv:54255 misc:2691 icu:1560.00 pcu:0.00 scu:0.00 tlayer:0 pbqpoffset:0.00 pbfactor:1.00 avgQpOffsetCutree:-6.19;
in:16 out:1 type:k q:24.06 q-aq:17.57 q-noVbv:24.06 q-Rceq:0.98 tex:233749 mv:39360 misc:4907 icu:471.00 pcu:839.00 scu:250.00 tlayer:0 pbqpoffset:0.00 pbfactor:1.00 avgQpOffsetCutree:-6.50;
in:8 out:2 type:B q:26.24 q-aq:20.99 q-noVbv:26.24 q-Rceq:0.98 tex:80163 mv:24376 misc:4493 icu:154.00 pcu:865.50 scu:540.50 tlayer:1 pbqpoffset:2.18 pbfactor:1.29 avgQpOffsetCutree:-4.64;
in:4 out:3 type:B q:27.40 q-aq:23.52 q-noVbv:27.40 q-Rceq:0.98 tex:10938 mv:7058 misc:2660 icu:11.25 pcu:490.25 scu:1058.50 tlayer:2 pbqpoffset:3.34 pbfactor:1.47 avgQpOffsetCutree:-3.24;
in:2 out:4 type:B q:28.10 q-aq:26.70 q-noVbv:28.10 q-Rceq:0.98 tex:2442 mv:3044 misc:1274 icu:0.50 pcu:246.75 scu:1312.75 tlayer:3 pbqpoffset:4.05 pbfactor:1.60 avgQpOffsetCutree:-1.67;
in:1 out:5 type:b q:31.10 q-aq:31.00 q-noVbv:31.10 q-Rceq:0.98 tex:39 mv:447 misc:338 icu:0.00 pcu:53.75 scu:1506.25 tlayer:4 pbqpoffset:7.05 pbfactor:2.26 avgQpOffsetCutree:0.00;
in:3 out:6 type:b q:31.10 q-aq:31.00 q-noVbv:31.10 q-Rceq:0.98 tex:4 mv:480 misc:332 icu:0.00 pcu:65.25 scu:1494.75 tlayer:4 pbqpoffset:7.05 pbfactor:2.26 avgQpOffsetCutree:0.00;
in:6 out:7 type:B q:28.10 q-aq:26.63 q-noVbv:28.10 q-Rceq:0.98 tex:2543 mv:2932 misc:1101 icu:0.25 pcu:358.50 scu:1201.25 tlayer:3 pbqpoffset:4.05 pbfactor:1.60 avgQpOffsetCutree:-1.64;
in:5 out:8 type:b q:31.10 q-aq:31.00 q-noVbv:31.10 q-Rceq:0.98 tex:56 mv:687 misc:393 icu:0.00 pcu:100.50 scu:1459.50 tlayer:4 pbqpoffset:7.05 pbfactor:2.26 avgQpOffsetCutree:0.00;
in:7 out:9 type:b q:31.10 q-aq:31.00 q-noVbv:31.10 q-Rceq:0.98 tex:9 mv:598 misc:369 icu:0.00 pcu:103.00 scu:1457.00 tlayer:4 pbqpoffset:7.05 pbfactor:2.26 avgQpOffsetCutree:0.00;
in:12 out:10 type:B q:27.20 q-aq:23.65 q-noVbv:27.20 q-Rceq:0.98 tex:10910 mv:8491 misc:2471 icu:11.00 pcu:482.50 scu:1066.50 tlayer:2 pbqpoffset:3.14 pbfactor:1.44 avgQpOffsetCutree:-3.25;
in:10 out:11 type:B q:28.10 q-aq:26.50 q-noVbv:28.10 q-Rceq:0.98 tex:2279 mv:3548 misc:1309 icu:1.75 pcu:306.75 scu:1251.50 tlayer:3 pbqpoffset:4.05 pbfactor:1.60 avgQpOffsetCutree:-1.65;
in:9 out:12 type:b q:31.10 q-aq:31.00 q-noVbv:31.10 q-Rceq:0.98 tex:97 mv:543 misc:384 icu:0.00 pcu:44.75 scu:1515.25 tlayer:4 pbqpoffset:7.05 pbfactor:2.26 avgQpOffsetCutree:0.00;
in:11 out:13 type:b q:31.10 q-aq:31.00 q-noVbv:31.10 q-Rceq:0.98 tex:63 mv:595 misc:414 icu:0.00 pcu:110.75 scu:1449.25 tlayer:4 pbqpoffset:7.05 pbfactor:2.26 avgQpOffsetCutree:0.00;
in:14 out:14 type:B q:28.10 q-aq:26.70 q-noVbv:28.10 q-Rceq:0.98 tex:2643 mv:3499 misc:1234 icu:2.50 pcu:284.00 scu:1273.50 tlayer:3 pbqpoffset:4.05 pbfactor:1.60 avgQpOffsetCutree:-1.65;
in:13 out:15 type:b q:31.10 q-aq:31.00 q-noVbv:31.10 q-Rceq:0.98 tex:275 mv:681 misc:452 icu:0.00 pcu:74.75 scu:1485.25 tlayer:4 pbqpoffset:7.04 pbfactor:2.26 avgQpOffsetCutree:0.00;
