#options: cpuid=1173503 frame-threads=1 no-wpp no-pmode no-pme psnr no-ssim log-level=2 bitdepth=8 input-csp=1 fps=60000/1000 input-res=832x480 interlace=0 total-frames=600 level-idc=0 high-tier=1 uhd-bd=0 ref=4 no-allow-non-conformance no-repeat-headers annexb no-aud no-hrd info hash=0 no-temporal-layers open-gop min-keyint=1 keyint=5000 bframes=15 b-adapt=2 b-pyramid bframe-bias=0 rc-lookahead=40 lookahead-slices=0 scenecut=40 no-intra-refresh ctu=64 min-cu-size=8 rect amp max-tu-size=32 tu-inter-depth=3 tu-intra-depth=3 limit-tu=4 rdoq-level=2 dynamic-rd=0.00 no-ssim-rd signhide no-tskip nr-intra=0 nr-inter=0 no-constrained-intra strong-intra-smoothing max-merge=4 limit-refs=1 limit-modes me=3 subme=4 merange=57 temporal-mvp weightp weightb no-analyze-src-pics deblock=0:0 sao no-sao-non-deblock rd=6 no-early-skip rskip no-fast-intra no-tskip-fast no-cu-lossless b-intra rdpenalty=0 psy-rd=0.00 psy-rdoq=0.00 no-rd-refine analysis-reuse-mode=0 no-lossless cbqpoffs=0 crqpoffs=0 rc=abr bitrate=2000 qcomp=0.60 qpstep=4 stats-write=1 stats-read=0 slow-firstpass ipratio=1.40 pbratio=1.30 aq-mode=1 aq-strength=0.00 cutree zone-count=0 no-strict-cbr qg-size=64 no-rc-grain qpmax=69 qpmin=0 no-const-vbv sar=0 overscan=0 videoformat=5 range=0 colorprim=2 transfer=2 colormatrix=2 chromaloc=0 display-window=0 max-cll=0,0 min-luma=0 max-luma=255 log2-max-poc-lsb=8 vui-timing-info vui-hrd-info slices=1 opt-qp-pps opt-ref-list-length-pps no-multi-pass-opt-rps scenecut-bias=0.05 no-opt-cu-delta-qp no-aq-motion no-hdr no-hdr-opt no-dhdr10-opt analysis-reuse-level=5 scale-factor=0 refine-intra=0 refine-inter=0 refine-mv=0 no-limit-sao ctu-info=0 max-tlayer=4
in:0 out:0 type:I q:27.61 q-aq:21.13 q-noVbv:27.61 q-Rceq:1.42 tex:180421 mv:25512 misc:3003 icu:1560.00 pcu:0.00 scu:0.00 tlayer:0 pbqpoffset:0.00 pbfactor:1.00 avgQpOffsetCutree:-6.03;
in:16 out:1 type:k q:30.53 q-aq:22.75 q-noVbv:30.53 q-Rceq:1.42 tex:80487 mv:15326 misc:3771 icu:410.00 pcu:940.25 scu:209.75 tlayer:0 pbqpoffset:0.00 pbfactor:1.00 avgQpOffsetCutree:-6.43;
in:8 out:2 type:B q:32.48 q-aq:27.49 q-noVbv:32.48 q-Rceq:1.42 tex:19500 mv:7783 misc:2373 icu:131.00 pcu:703.50 scu:725.50 tlayer:1 pbqpoffset:1.96 pbfactor:1.25 avgQpOffsetCutree:-4.67;
in:4 out:3 type:B q:34.35 q-aq:31.98 q-noVbv:34.35 q-Rceq:1.42 tex:1782 mv:2150 misc:1084 icu:10.75 pcu:237.75 scu:1311.50 tlayer:2 pbqpoffset:3.82 pbfactor:1.55 avgQpOffsetCutree:-3.70;
in:2 out:4 type:B q:34.35 q-aq:32.95 q-noVbv:34.35 q-Rceq:1.42 tex:287 mv:1479 misc:626 icu:1.50 pcu:287.00 scu:1271.50 tlayer:3 pbqpoffset:3.82 pbfactor:1.55 avgQpOffsetCutree:-2.00;
in:1 out:5 type:b q:37.35 q-aq:37.00 q-noVbv:37.35 q-Rceq:1.42 tex:108 mv:500 misc:360 icu:0.00 pcu:143.50 scu:1416.50 tlayer:4 pbqpoffset:6.82 pbfactor:2.20 avgQpOffsetCutree:0.00;
in:3 out:6 type:b q:37.35 q-aq:37.00 q-noVbv:37.35 q-Rceq:1.42 tex:0 mv:273 misc:247 icu:0.00 pcu:27.00 scu:1533.00 tlayer:4 pbqpoffset:6.82 pbfactor:2.20 avgQpOffsetCutree:0.00;
in:6 out:7 type:B q:34.35 q-aq:33.50 q-noVbv:34.35 q-Rceq:1.42 tex:490 mv:1248 misc:750 icu:4.00 pcu:142.75 scu:1413.25 tlayer:3 pbqpoffset:3.82 pbfactor:1.55 avgQpOffsetCutree:-1.82;
in:5 out:8 type:b q:37.33 q-aq:37.00 q-noVbv:37.33 q-Rceq:1.42 tex:2 mv:260 misc:258 icu:0.00 pcu:42.00 scu:1518.00 tlayer:4 pbqpoffset:6.80 pbfactor:2.19 avgQpOffsetCutree:0.00;
in:7 out:9 type:b q:37.35 q-aq:37.00 q-noVbv:37.35 q-Rceq:1.42 tex:2 mv:365 misc:337 icu:0.00 pcu:61.50 scu:1498.50 tlayer:4 pbqpoffset:6.82 pbfactor:2.20 avgQpOffsetCutree:0.00;
in:12 out:10 type:B q:34.00 q-aq:31.54 q-noVbv:34.00 q-Rceq:1.42 tex:2130 mv:2771 misc:1299 icu:5.00 pcu:317.75 scu:1237.25 tlayer:2 pbqpoffset:3.48 pbfactor:1.49 avgQpOffsetCutree:-3.35;
in:10 out:11 type:B q:34.35 q-aq:33.06 q-noVbv:34.35 q-Rceq:1.42 tex:547 mv:1387 misc:794 icu:2.00 pcu:169.00 scu:1389.00 tlayer:3 pbqpoffset:3.82 pbfactor:1.55 avgQpOffsetCutree:-1.71;
in:9 out:12 type:b q:37.35 q-aq:37.00 q-noVbv:37.35 q-Rceq:1.42 tex:3 mv:307 misc:290 icu:0.00 pcu:45.00 scu:1515.00 tlayer:4 pbqpoffset:6.82 pbfactor:2.20 avgQpOffsetCutree:0.00;
in:11 out:13 type:b q:37.35 q-aq:37.00 q-noVbv:37.35 q-Rceq:1.42 tex:2 mv:279 misc:343 icu:0.00 pcu:28.00 scu:1532.00 tlayer:4 pbqpoffset:6.82 pbfactor:2.20 avgQpOffsetCutree:0.00;
in:14 out:14 type:B q:34.35 q-aq:32.88 q-noVbv:34.35 q-Rceq:1.42 tex:553 mv:1593 misc:782 icu:1.00 pcu:208.00 scu:1351.00 tlayer:3 pbqpoffset:3.82 pbfactor:1.55 avgQpOffsetCutree:-1.81;
in:13 out:15 type:b q:37.35 q-aq:37.00 q-noVbv:37.35 q-Rceq:1.42 tex:3 mv:317 misc:312 icu:0.00 pcu:50.00 scu:1510.00 tlayer:4 pbqpoffset:6.82 pbfactor:2.20 avgQpOffsetCutree:0.00;
in:15 out:16 type:b q:37.35 q-aq:37.00 q-noVbv:37.35 q-Rceq:1.42 tex:0 mv:250 misc:318 icu:0.00 pcu:18.00 scu:1542.00 tlayer:4 pbqpoffset:6.82 pbfactor:2.20 avgQpOffsetCutree:0.00;
in:32 out:17 type:k q:26.53 q-aq:20.82 q-noVbv:26.53 q-Rceq:1.42 tex:180845 mv:25657 misc:3058 icu:1434.25 pcu:124.25 scu:1.50 tlayer:0 pbqpoffset:0.00 pbfactor:1.00 avgQpOffsetCutree:-5.75;
in:24 out:18 type:B q:30.36 q-aq:25.27 q-noVbv:30.36 q-Rceq:1.42 tex:53962 mv:11618 misc:3500 icu:287.25 pcu:975.00 scu:297.75 tlayer:1 pbqpoffset:1.83 pbfactor:1.24 avgQpOffsetCutree:-4.51;
in:20 out:19 type:B q:33.10 q-aq:30.52 q-noVbv:33.10 q-Rceq:1.42 tex:5664 mv:4126 misc:1618 icu:22.75 pcu:417.75 scu:1119.50 tlayer:2 pbqpoffset:3.57 pbfactor:1.51 avgQpOffsetCutree:-3.14;
in:18 out:20 type:B q:33.60 q-aq:32.84 q-noVbv:33.60 q-Rceq:1.42 tex:502 mv:1764 misc:854 icu:0.50 pcu:219.50 scu:1340.00 tlayer:3 pbqpoffset:3.57 pbfactor:1.51 avgQpOffsetCutree:-1.71;
in:17 out:21 type:b q:36.85 q-aq:37.00 q-noVbv:36.85 q-Rceq:1.42 tex:9 mv:429 misc:322 icu:0.00 pcu:64.00 scu:1496.00 tlayer:4 pbqpoffset:6.57 pbfactor:2.14 avgQpOffsetCutree:0.00;
in:19 out:22 type:b q:36.35 q-aq:36.00 q-noVbv:36.35 q-Rceq:1.42 tex:70 mv:333 misc:333 icu:0.00 pcu:30.50 scu:1529.50 tlayer:4 pbqpoffset:6.57 pbfactor:2.14 avgQpOffsetCutree:0.00;
in:22 out:23 type:B q:32.60 q-aq:31.62 q-noVbv:32.60 q-Rceq:1.42 tex:1586 mv:2123 misc:1043 icu:2.75 pcu:235.25 scu:1322.00 tlayer:3 pbqpoffset:3.57 pbfactor:1.51 avgQpOffsetCutree:-1.81;
in:21 out:24 type:b q:35.85 q-aq:36.00 q-noVbv:35.85 q-Rceq:1.42 tex:1 mv:311 misc:304 icu:0.00 pcu:45.00 scu:1515.00 tlayer:4 pbqpoffset:6.57 pbfactor:2.14 avgQpOffsetCutree:0.00;
in:23 out:25 type:b q:35.35 q-aq:35.00 q-noVbv:35.35 q-Rceq:1.42 tex:7 mv:444 misc:365 icu:0.00 pcu:44.25 scu:1515.75 tlayer:4 pbqpoffset:6.57 pbfactor:2.14 avgQpOffsetCutree:0.00;
in:28 out:26 type:B q:31.10 q-aq:27.75 q-noVbv:31.10 q-Rceq:1.42 tex:10683 mv:5152 misc:2061 icu:27.25 pcu:416.50 scu:1116.25 tlayer:2 pbqpoffset:3.57 pbfactor:1.51 avgQpOffsetCutree:-3.66;
in:26 out:27 type:B q:31.60 q-aq:30.78 q-noVbv:31.60 q-Rceq:1.42 tex:2694 mv:2927 misc:1291 icu:12.00 pcu:304.50 scu:1243.50 tlayer:3 pbqpoffset:3.57 pbfactor:1.51 avgQpOffsetCutree:-1.85;
in:25 out:28 type:b q:34.85 q-aq:35.00 q-noVbv:34.85 q-Rceq:1.42 tex:23 mv:583 misc:434 icu:0.00 pcu:112.00 scu:1448.00 tlayer:4 pbqpoffset:6.57 pbfactor:2.14 avgQpOffsetCutree:0.00;
in:27 out:29 type:b q:34.35 q-aq:34.00 q-noVbv:34.35 q-Rceq:1.42 tex:13 mv:644 misc:407 icu:0.25 pcu:77.00 scu:1482.75 tlayer:4 pbqpoffset:6.57 pbfactor:2.14 avgQpOffsetCutree:0.00;
in:30 out:30 type:B q:30.60 q-aq:29.14 q-noVbv:30.60 q-Rceq:1.42 tex:8444 mv:3997 misc:1847 icu:14.75 pcu:587.50 scu:957.75 tlayer:3 pbqpoffset:3.57 pbfactor:1.51 avgQpOffsetCutree:-1.85;
in:29 out:31 type:b q:33.85 q-aq:34.00 q-noVbv:33.85 q-Rceq:1.42 tex:14 mv:465 misc:433 icu:0.00 pcu:48.00 scu:1512.00 tlayer:4 pbqpoffset:6.57 pbfactor:2.14 avgQpOffsetCutree:0.00;
in:31 out:32 type:b q:33.35 q-aq:33.00 q-noVbv:33.35 q-Rceq:1.42 tex:189 mv:1064 misc:587 icu:1.00 pcu:251.75 scu:1307.25 tlayer:4 pbqpoffset:6.57 pbfactor:2.14 avgQpOffsetCutree:0.00;
